keyword,job_id,title,company,province,city,salary_visible,internship,remote,urgent,experience_years
software engineer,1401843,کارشناس ارشد برق و مکاترونیک,بهپو فناوری نوین,تهران,احمدآباد مستوفی,False,False,False,True,3
software engineer,1427353,مدیر برنامه‌ریزی و بودجه,توسعه فناوری اطلاعات گردشگری,تهران,تهران,False,False,False,True,2
software engineer,1433210,کارشناس سیستم ها و روش ها,رونیکس,تهران,تهران,False,False,False,True,2
software engineer,1449084,مدیر مهندسی - آقا,شرکت مهندسی و ساختمان تیو انرژی,تهران,تهران,False,False,False,True,10
software engineer,1404241,IT Help Desk,شرکت مهندسی دریاپالا,تهران,تهران,False,False,False,False,2
software engineer,1427970,هماهنگ کننده پروژه,پرگاسیران,اصفهان,اصفهان,True,False,False,True,5
software engineer,1430410,مدیر IT,سازمانی فعال در حوزه تولیدی / صنعتی,تهران,تهران,False,False,False,False,5
software engineer,1426918,کارشناس فنی سیستم‌های اعلام حریق,گنجینه پاوان,تهران,تهران,True,False,False,True,3
software engineer,1412289,کارشناس IT - آقا,سامان محاسب ایرانیان,تهران,تهران,False,False,False,False,3
software engineer,1428841,الگوساز,رویال جین,تهران,کهریزک,False,False,False,True,4
software engineer,1449111,کارشناس سیستم‌ها و روش‌ها,مکاترونیک مبین مهر,تهران,پردیس,False,False,False,False,2
software engineer,1411734,کارشناس پروژه (نیروگاه خورشیدی مگاواتی) - آقا,سازمانی فعال در حوزه انرژی / نیروگاهی,خراسان رضوی,مشهد,True,False,False,True,2
software engineer,1425625,کارشناس دفتر فنی برق,توربین خلیج فارس,خوزستان,بندر ماهشهر,False,False,False,True,3
software engineer,1410237,کارشناس تحلیل کسب و کار,شرکت تجارت الکترونیک اول,تهران,تهران,False,False,False,False,0
software engineer,1425835,الگوساز شلوار جین بچگانه (مسلط به Optitex),یاس جین,تهران,تهران,True,False,False,True,5
software engineer,1449144,کارشناس ارشد برنامه و بودجه,توسعه توربین ماشین خاورمیانه,تهران,تهران,False,False,False,True,5
software engineer,1424047,کارشناس هماهنگ کننده پروژه (کوردینیتور),کنترل پردازش هوشمند,تهران,تهران,False,False,False,True,2
software engineer,1400000,کارشناس سیستم ها و روش ها - آقا,فرآورده های گوشتی رباط,تهران,رباط کریم,False,False,False,True,3
software engineer,1400834,کارشناس شبکه و زیرساخت,هلدینگ مانا انرژی,تهران,تهران,False,False,False,False,3
software engineer,1424820,کارشناس شبکه,شرکت مهندسی فکور صنعت تهران,تهران,تهران,False,False,False,False,3
software engineer,1447718,مهندس برق (اتوماسیون صنعتی و نرم‌افزار) - آقا,انرژی کویر پایا,یزد,یزد,False,False,False,True,2
software engineer,1408284,کارشناس پروژه (پست‌های برق) - آقا,تکان انرژی کوشا,تهران,تهران,False,False,False,True,4
software engineer,1441147,مهندس برق صنعتی - آقا,تیروژ نیروی غرب,کرمانشاه,کرمانشاه,False,False,False,True,2
software engineer,1386744,مهندس برق - آقا,مهرسان نوین پارس,آذربایجان شرقی,هریس,False,False,False,True,4
software engineer,1419940,کارشناس فنی مهندسی - آقا,ایلیامهر (توسعه ارتباطاتی ایلیا مهر ترشیز),خراسان رضوی,مشهد,False,False,False,True,1
software engineer,1436832,مدیر نگهداری زیرساخت دیتاسنتر - آقا,شرکت فنی مهندسی پارس مانی ایستا,تهران,تهران,False,False,False,False,5
software engineer,1416491,رئیس سیستم ها و روش ها,سازمانی فعال در حوزه تولیدی / صنعتی,قم,قم,False,False,False,True,3
software engineer,1451366,سرپرست فنی و مهندسی,میهن نور,تهران,قرچک,True,False,False,True,5
software engineer,1424504,کارشناس فنی,سلامت لوتوس پارسیان,تهران,تهران,False,False,False,True,2
software engineer,1440742,توسعه‌دهنده ارشد فرانت‌اند (React),گارنو پرگاس,تهران,تهران,False,False,False,True,3
software engineer,1409588,رئیس دپارتمان طراحی و توسعه شبکه,زیرساخت فناوری تجارت ایرانیان (زفتا),تهران,تهران,False,False,False,False,5
software engineer,1437166,کارشناس برنامه‌ریزی (کنترل ساخت) - آقا,فکور مغناطیس اسپادانا,اصفهان,فلاورجان,False,False,False,True,3
software engineer,1423863,مدیر پروژه (پروژه‌های دولتی حوزه نظارت تصویری و شبکه),آریان شبکه اصفهان,اصفهان,اصفهان,True,False,False,False,3
software engineer,1428564,طراح CorelDRAW - خانم,اشن الکترونیک,تهران,تهران,False,False,False,True,3
software engineer,1421691,کارشناس ارشد ممیزی داخلی (Senior Audit Specialist),سامانه های یکپارچه سیمرغ تجارت,تهران,تهران,False,False,False,False,2
software engineer,1402489,کارشناس فنی مهندسی - آقا,شرکت فنی و مهندسی آتی روش,تهران,شهریار,True,False,False,True,3
software engineer,1416151,UI/UX Designer,صنایع غذایی مرد کوهستان,تهران,تهران,False,False,False,True,2
software engineer,1450724,کارشناس فرایند (سیستم و محصول),کسری پارس,تهران,تهران,True,False,False,False,3
software engineer,1450586,Driver Aqusition Specialist - آقا,مجموعه رستوران های زنجیره ای شیلا,تهران,تهران,False,False,False,True,1
software engineer,1433093,طراح سیستم‌های پاور الکترونیک,مبین الکترونیک ماندگار,تهران,تهران,True,False,False,False,3
software engineer,1440436,مدیر راه‌اندازی و توسعه پروژه‌های روستری قهوه و آشپزخانه (F&B Project Launch Manager),پرسک اند پارتنرز,تهران,تهران,True,False,False,True,10
software engineer,1433832,دستیار مدیر محصول (Associate Product Manager),سامانه های نوآوری ارتباطات سینا,تهران,تهران,False,False,False,False,3
software engineer,1423386,کارشناس فنی,مهندسین مشاور موننکو ایران,کرمان,رفسنجان,False,False,False,True,5
software engineer,1432650,کارشناس دفتر فنی پایپینگ و نظارت اجرا (MC),توربین خلیج فارس,خوزستان,بندر ماهشهر,True,False,False,True,5
software engineer,1418155,کارشناس ارشد شبکه لایه 3 ( Network Engineer / SME),داده پردازی رسپینا,تهران,تهران,False,False,False,False,3
software engineer,1415354,کارشناس دزیمتری - خانم,پرتو نگار شهاب,تهران,پردیس,True,False,False,True,1
software engineer,1422855,مهندس برق الکترونیک (طراح سیستم BMS),آلیاژگران,تهران,تهران,False,False,False,False,3
software engineer,1398523,کارشناس تضمین کیفیت (QA),هماور یگانه و نوآور صنعت (هیونص),تهران,تهران,False,False,False,True,3
software engineer,1412711,کارشناس help desk - آقا,چوبین سنگ,تهران,تهران,True,False,False,True,1
software engineer,1424828,کارشناس طراحی محصول - آقا,گروه صنعتی برنز,تهران,تهران,False,False,False,True,3
software engineer,1407806,مهندس صنایع,پیشگامان صنعت تایماز,تهران,تهران,False,False,False,True,3
software engineer,1436188,کارشناس پشتیبانی نرم‌افزار,پرگاس طب (لافارر - مورینگا),تهران,تهران,False,False,False,False,1
software engineer,1428486,اسکرام مستر (مرکز تحقیق و نوآوری همراه اول),ارتباطات سیار ایران - همراه اول,تهران,تهران,False,False,False,False,2
software engineer,1439359,کارشناس الکترونیک - آقا,توسعه راهکارهای هوشمند داتیس,زنجان,زنجان,True,False,False,False,0
software engineer,1431576,سرپرست عملیات - آقا,زودپک,تهران,کهریزک,True,False,False,True,5
software engineer,1426413,کارشناس پشتیبانی شبکه و سیستم (IT),اداره کل تحقیقات و جهادخودکفایی,تهران,تهران,True,False,False,False,0
software engineer,1411803,مدیر پروژه (نیروگاه خورشیدی مگاواتی) - آقا,سازمانی فعال در حوزه انرژی / نیروگاهی,خراسان رضوی,مشهد,True,False,False,True,2
software engineer,1443800,مدیر پروژه,بهین نیرو,فارس,شیراز,False,False,False,True,5
software engineer,1444220,کارشناس مخابرات - آقا,شرکت فنی مهندسی پارس مانی ایستا,خوزستان,خرمشهر,False,False,False,True,3
software engineer,1410505,کارشناس الکترونیک,علم و توسعه فناوری آیات,تهران,تهران,True,False,False,False,3
software engineer,1363711,مدیر محصول (Product Manager),حامی فناواران تیسا,قم,قم,False,False,False,False,5
software engineer,1451687,کارشناس برنامه ریزی تولید,گسترش تجارت فراسو,اصفهان,اصفهان,False,False,False,True,1
software engineer,1395229,کارشناس متریال,مصنوعات فلزی سنگین,تهران,تهران,False,False,False,True,2
software engineer,1440059,مهندس صنایع - آقا,طراحی سازه بهسازان,تهران,تهران,False,False,False,True,2
software engineer,1448411,کارشناس ابزار دقیق و کنترل,شرکت مهندسی فکور بین الملل تهران,تهران,تهران,False,False,False,True,5
software engineer,1406687,مهندس برق کنترل و ابزار دقیق - آقا,شرکت آریا هنگارد,تهران,تهران,True,False,False,True,5
software engineer,1401582,توسعه‌دهنده ارشد وردپرس,جواهری حقانی,خراسان رضوی,مشهد,True,False,False,True,5
software engineer,1447199,مهندس الکترونیک (طراحی بورد),امید فضا,تهران,تهران,True,False,True,False,2
software engineer,1396137,مهندس الکترونیک,شرکت طراحی نگاراندیشگان,تهران,پردیس,False,False,False,True,2
software engineer,1416059,کارشناس عملیات نگهداری انتقال فیبر نوری (Optical Transmission),شرکت خدمات ارتباطی رایتل,تهران,تهران,False,False,False,False,3
software engineer,1441646,مدیر برنامه‌ریزی و سیستم‌ها,فریرآساطب,تهران,تهران,False,False,False,True,7
software engineer,1423220,کارشناس کنترل کیفیت - آقا,شرکت فنی مهندسی پارس مانی ایستا,آذربایجان شرقی,تبریز,False,False,False,True,3
software engineer,1433557,سرپرست فنی و مهندسی,سازمانی فعال در حوزه خودرو و صنایع وابسته,تهران,تهران,False,False,False,True,5
software engineer,1388373,کارشناس شبکه و سخت افزار - آقا,سازمانی فعال در حوزه بخش دولتی,تهران,پردیس,False,False,False,False,2
software engineer,1449634,طراح الگوی کیف (مسلط به CAD),زنوچی,البرز,کرج,False,False,False,True,2
software engineer,1389626,دستیار ارشد مدیر پروژه,شرکت توسعه راهکارهای انرژی شریف,تهران,تهران,True,False,False,True,4
software engineer,1402910,مهندس برق,مهرسان نوین پارس,سمنان,سمنان,False,False,False,True,5
software engineer,1414011,طراح محصول,صنایع غذایی نگین شانا,البرز,کرج,False,False,False,True,5
software engineer,1410416,کارشناس مهندسی مالی - آقا,سامانه متمرکز الکترونیک توسعه تعاون - سمات,تهران,تهران,False,False,False,False,1
software engineer,1398718,کارشناس پشتیبانی - آقا,شرکت فعال در تولید و نصب سازه‌های فولادی صنعتی و ساختمانی، مخازن و تجهیزات صنعتی.,تهران,تهران,True,False,False,True,4
software engineer,1447962,کارشناس سیستم ها و روش ها,شیر آلات شودر,تهران,پاکدشت,False,False,False,True,3
software engineer,1420753,کارشناس برق الکترونیک - آقا,سیمان ساوه,مرکزی,ساوه,True,False,False,True,3
software engineer,1410087,کارشناس فنی و مهندسی,امان فیلتر,تهران,پرند,False,False,False,True,3
software engineer,1409683,کارشناس عملیات,داتین,تهران,تهران,False,False,False,False,1
software engineer,1435179,تکنسین تعمیرات و نگهداری,ایده کنترل سها بین الملل,تهران,تهران,True,False,False,True,2
software engineer,1400224,برنامه نویس Vue.js,شرکت مهندسی شبکه گستران آریاسامانه - نواتل,تهران,تهران,False,False,False,False,2
software engineer,1426044,کارشناس برنامه‌ریزی و عملکرد,فنجان طلائی روژان,تهران,تهران,True,False,False,True,3
software engineer,1381390,کارشناس سیستم ها و روش ها - آقا,سازمانی فعال در حوزه تولیدی / صنعتی,قزوین,قزوین,False,False,False,True,4
software engineer,1441862,برنامه‌نویس تحقیق و توسعه (الکترونیک و الکتریکال) - آقا,پارس کِنز,تهران,پرند,False,False,False,False,2
software engineer,1427668,کارشناس ابزاردقیق,شرکت آداک ویژن,تهران,تهران,True,False,False,True,5
software engineer,1408044,سرپرست تولید (بردهای الکترونیکی) - آقا,پاکران الکترونیک,تهران,تهران,True,False,False,True,3
software engineer,1447436,کارشناس برنامه ریزی و کنترل پروژه - آقا,فکور مغناطیس اسپادانا,تهران,تهران,False,False,False,True,3
software engineer,1441224,مهندس الکترونیک,شرکت دانش بنیان دیده پرداز هوشمند رایمون,تهران,پردیس,True,False,False,False,3
software engineer,1409469,مدیر ریسک,گروه اقتصادی و مهندسی لوتوس,تهران,تهران,False,False,False,True,10
software engineer,1445037,کارشناس برنامه ریزی,کالا گستر پارتاک ایرانیان,اصفهان,اصفهان,False,False,False,True,1
software engineer,1430856,مدیر پرتفوی (Portfolio Manager),گروه میلی,تهران,تهران,False,False,False,True,6
software engineer,1414601,مدیر سیستم‌ها و روش‌ها,گروه سرمایه‌گذاری بین‌المللی بیشمار,یزد,یزد,False,False,False,True,3
software engineer,1430319,کارشناس دفتر فنی - آقا,آریا هوشمند,بوشهر,عسلویه,False,False,False,True,6
software engineer,1449822,کارشناس نصب و راه‌اندازی سیستم‌های مخابراتی و شبکه - آقا,راهکار آفرینان فراپویان,تهران,تهران,False,False,False,False,2
software engineer,1435843,کارشناس هماهنگی و کنترل پروژه‌های صنعتی (Project Coordinator) - آقا,آریا بهینه زیگورات,اصفهان,نجف آباد,True,False,False,True,3
software engineer,1399816,کارشناس ارزیابی,فرتاک سنجش فناوری پیشرو,تهران,پردیس,False,False,False,True,3
software engineer,1412578,مدیر فنی مهندسی,شرکت مهندسین مشاور تهران جوان,تهران,تهران,False,False,False,True,5
software engineer,1430066,مدیر پروژه,شرکت صنایع آذرآب,مرکزی,اراک,False,False,False,True,7
software engineer,1417362,کارشناس ارشد امنیت (SOC Tier2),امن گستران فرزان ایرانیان,یزد,یزد,False,False,False,False,2
software engineer,1385236,کارشناس مانیتورینگ,پوشاک بانوان سرژه,تهران,تهران,False,False,False,True,1
software engineer,1429477,مدیر مهندسی صنایع و تعالی عملیاتی,گروه صنعتی مهر,تهران,تهران,True,False,False,True,7
software engineer,1423317,دستیار مالک محصول (Associate Product Owner),کاریزما,تهران,تهران,False,False,False,False,1
software engineer,1447488,کارشناس پروژه‌های عمرانی و زیرساختی,سریر لجستیک هوشمند ایرانیان,تهران,تهران,True,False,False,True,5
software engineer,1397904,کارشناس پشتیبانی نرم‌افزار,دانش پارسیان,تهران,تهران,True,False,False,False,2
software engineer,1444736,کارشناس اعتبارات بانکی - آقا,ایزد تکوین هوشمند آریانا,تهران,تهران,False,False,False,True,5
software engineer,1415076,کارشناس پشتیبانی فنی - آقا,ایران ارقام,تهران,تهران,False,False,False,False,2
software engineer,1416133,مهندس مکاترونیک - آقا,شرکت سامانه‌های هوشمند کشاورزی والی,تهران,تهران,True,False,False,True,3
software engineer,1366852,رئیس برق,شرکت توسعه صنایع انرژی اهداف,تهران,تهران,False,False,False,True,5
software engineer,1415803,اپراتور خط تولید باتری لیتیومی,فناپ تک,سمنان,دامغان,False,False,False,True,2
software engineer,1431178,مدیر ارشد توسعه سازمانی,گروه صنعتی انتخاب,تهران,تهران,False,False,False,True,4
software engineer,1417061,Key Account Manager,دیدار,تهران,تهران,False,False,False,True,3
software engineer,1416483,کارشناس ارشد وردپرس,رنکوفیل,تهران,تهران,True,False,True,True,5
software engineer,1446028,کارشناس فروش نرم افزار,گروه مهندسی ICAN,تهران,تهران,False,False,False,False,3
software engineer,1429849,مدیر کیفیت,شرکت فنی و مهندسی برنا آزمون پارس,خوزستان,آبادان,False,False,False,True,2
software engineer,1417292,کارشناس برق,شرکت صنایع غذایی ماسترفوده,مرکزی,شهرک صنعتی نوبران,False,False,False,True,2
software engineer,1415529,کارشناس سیستم ها و روش ها,روانکار سماتک,تهران,رباط کریم,False,False,False,True,5
software engineer,1398696,مهندس برق (مخابرات سیستم),سازمانی فعال در حوزه خدمات مهندسی و تخصصی,تهران,تهران,False,False,False,False,0
software engineer,1401125,مدیر تضمین کیفیت و استانداردها,پویش پژوهان صنعت,تهران,تهران,False,False,False,True,7
software engineer,1440114,طراح تاسیسات الکتریکال - خانم,خانه مهندسی راه‌بر,تهران,تهران,True,False,False,True,5
software engineer,1419943,کارشناس ارشد دفتر فنی,کارخانه فولاد نوآوران پارس شمس آباد,تهران,حسن اباد,True,False,False,True,5
software engineer,1431878,کارشناس IT - آقا,شرکت دانش بنیان مهندسی کیان پرداز نقش جهان,اصفهان,اصفهان,True,False,False,False,2
software engineer,1426948,کارشناس کنترل و ابزار دقیق,سازمانی فعال در حوزه شرکت های خدماتی / پیمانکاران,تهران,تهران,False,False,False,True,2
software engineer,1404853,کارشناس فنی مهندسی,گروه صنعتی بستانچی,تهران,تهران,False,False,False,True,2
software engineer,1410365,کارشناس تحقیق و توسعه,توربین کمپرسور آسیا,تهران,شهر قدس,True,False,False,True,3
software engineer,1425828,مهندس برق - آقا,پارس انرژی پایدار,تهران,شهر قدس,True,False,False,True,1
software engineer,1435876,کارشناس IT - آقا,کارخانه توسعه معادن سرب و روی مهدی آباد - مهریز,یزد,مهریز,True,False,False,False,2
software engineer,1428646,کارشناس کنترل کیفیت (QC),شرکت مهندسی تارا,بوشهر,عسلویه,True,False,False,True,3
software engineer,1444314,کارشناس مخابرات - آقا,شرکت فنی مهندسی پارس مانی ایستا,خوزستان,اهواز,False,False,False,True,5
software engineer,1425345,کارشناس برنامه ریزی,شرکت سپیدماکیان,گیلان,رشت,False,False,False,True,2
software engineer,1400505,مهندس برق (طراح تاسیسات الکتریکی),طرح آفرینان افرازه,تهران,تهران,False,True,False,True,0
software engineer,1443724,کارشناس تحقیق و توسعه (R&D) صنایع غذایی,تحفه,سیستان و بلوچستان,کنارک,True,False,False,True,5
software engineer,1434678,کارشناس تحقیق و توسعه - آقا,شرکت توسعه بازرگانی اخوان جم,تهران,تهران,True,False,False,True,3
software engineer,1437717,کارشناس پشتیبانی الکترونیک - آقا,کنترل سیستم خاورمیانه,البرز,کرج,True,False,False,False,0
software engineer,1450079,کارشناس ارشد بازرگانی (کالای دیجیتال),توسعه و تدبیر جوامع سلام (باسلام),قم,قم,False,False,False,True,3
software engineer,1425770,کارشناس کنترل پروژه و برنامه ریزی,نیرو توسعه آتی نگر,تهران,تهران,True,False,False,True,5
software engineer,1435579,کارشناس فروش,فناوری راه نو سورین,تهران,تهران,False,False,False,True,2
software engineer,1430858,کارشناس شبکه و امنیت - آقا,پیشتازان نواندیش هادی,تهران,تهران,True,False,False,False,2
software engineer,1439145,مسئول کنترل کیفت,ایرانیان وارم گروه,گیلان,بندرانزلی,False,False,False,True,2
software engineer,1435082,مدیر برنامه‌ریزی، توسعه و کنترل پروژه,رایان انرژی حکمت پارس,فارس,شیراز,False,False,False,True,7
software engineer,1436577,رئیس مهندسی برق و ابزار دقیق,تابان انرژی پاسارگاد,تهران,تهران,False,False,False,True,10
software engineer,1426570,کارشناس فروش و توسعه کسب‌وکار (B2B),آی فور تویینز,تهران,تهران,True,False,False,True,3
software engineer,1366400,تکنسین فنی کامپیوتر - آقا,ماتریس,آذربایجان شرقی,تبریز,False,False,False,False,3
software engineer,1398571,کارشناس توزیع - آقا,شرکت صنایع غذائی مهیا پروتئین,تهران,ری,False,False,False,True,2
software engineer,1437303,کارشناس تضمین کیفیت,خودروسازی ایلیا,مرکزی,ساوه,False,False,False,True,5
software engineer,1444048,کارشناس ارشد سیستم‌ها و فرآیندها,شرکت خدمات مهندسی چاه سیلند,تهران,تهران,False,False,False,False,5
software engineer,1423042,کارشناس برنامه ریزی,سازمانی فعال در حوزه تولیدی / صنعتی,تهران,تهران,True,False,False,True,1
software engineer,1447565,کارشناس IT (پشتیبانی فنی و شبکه),مهندسین مشاور طرح و آفرینش,تهران,تهران,False,False,False,False,3
software engineer,1434279,مهندس الکترونیک - آقا,فن آوران هوشمند دانش پژوه,تهران,تهران,True,False,False,False,3
software engineer,1404589,کارشناس ارشد برنامه ریزی و کنترل پروژه,پیشرو زرین تجارت ایرانیان,تهران,تهران,False,False,False,True,3
software engineer,1432988,کارشناس فنی مهندسی,آرمن طرح و نما,تهران,تهران,False,False,False,True,5
software engineer,1450912,تکنسین الکترونیک,اطلس طلایی ایرانیان پویا,البرز,گرمدره,False,False,False,True,3
software engineer,1397407,مدیرعامل,آسیاوات,تهران,تهران,False,False,False,True,10
software engineer,1430481,کارشناس برنامه ریزی و کنترل پروژه,آیسنس,تهران,تهران,True,False,False,True,1
software engineer,1420528,کارشناس دفتر فنی,فکور مغناطیس اسپادانا,قزوین,"شهرک صنعتی کاسپین
",False,False,False,True,5
software engineer,1409523,مدیر کارخانه - آقا,دانش بنیان فناوران کشت گستر ایرانیان,کرمان,نرماشیر,True,False,False,True,6
software engineer,1398619,کارشناس فناوری اطلاعات (IT) - آقا,هنر چوب رویا,تهران,احمدآباد مستوفی,True,False,False,True,5
software engineer,1437695,کارشناس برنامه ریزی و کنترل پروژه راه,شرکت جنوب سازه,فارس,شیراز,True,False,False,True,5
software engineer,1443405,کارشناس ارشد شبکه - آقا,شرکت آراسب پیشتاز,تهران,تهران,False,False,False,False,5
software engineer,1427673,مهندس شیمی (Process Analyzer),شرکت آداک ویژن,تهران,تهران,True,False,False,True,5
software engineer,1434070,کارشناس کنترل حین تولید - خانم,ویتاآریا (گروه دارویی ویتابیوتیکس),مرکزی,زرندیه,False,False,False,True,2
software engineer,1412327,مهندس مکانیک - آقا,شرکت شیران ساویس,بوشهر,کنگان,True,False,True,True,5
software engineer,1419469,کارشناس طراحی نیروگاه خورشیدی,شرکت مهندسی شاهین انرژی,تهران,تهران,False,False,False,True,2
software engineer,1435343,مدیر فنی (حمل‌ونقل دریایی),شرکت بازرگانی وانیکس,تهران,تهران,False,False,False,True,3
software engineer,1430744,توسعه‌دهنده WordPress، AI و Automation,پاکشوما,تهران,تهران,False,False,False,False,3
software engineer,1418643,دستیار اجرایی مدیرعامل,سان  هوم,خراسان رضوی,مشهد,False,False,False,True,3
software engineer,1400892,کارشناس سیستم ها و روش ها,شرکت توربین های گازی صنعتی خاورمیانه,تهران,تهران,False,False,False,False,3
software engineer,1400652,Chief Marketing Officer (CMO),پولینو,تهران,تهران,False,False,False,True,3
software engineer,1437042,کارشناس فنی (سیستم‌های حفاظتی، دوربین مداربسته و شبکه),فرتاک گلوبال ویژن,تهران,تهران,True,False,False,False,2
software engineer,1369434,کارشناس فرآوری (استخراج حلالی) - آقا,شرکت نوید فرآیند البرز,مرکزی,زرندیه,False,False,False,True,3
software engineer,1411035,کارشناس مرکز عملیات امنیت (SOC Tier 2),سازمانی فعال در حوزه بانکداری,تهران,تهران,True,False,True,False,2
software engineer,1404596,مدیر فنی و مهندسی - آقا,امان فیلتر,تهران,پرند,False,False,False,True,6
software engineer,1425667,کارشناس برنامه ریزی,شرکت صنایع پلاستیک تک ظرف آذربایجان,آذربایجان شرقی,تبریز,False,False,False,True,2
software engineer,1422697,کارشناس مانیتورینگ دوربین‌های مداربسته - آقا,اکستریم والز,تهران,تهران,False,False,False,True,3
software engineer,1451398,مهندس برق (طراح تاسیسات الکتریکی),شرکت طرح اجرای وندا,تهران,تهران,True,False,False,True,3
software engineer,1421229,سرپرست مدیریت پروژه (PMO) (حوزه نرم افزاری) - آقا,مُتَمایِز,تهران,تهران,False,False,False,False,5
software engineer,1442263,کارشناس DCC و ساختار سازمانی,قادرنصب,تهران,تهران,False,False,False,True,7
software engineer,1424813,کارشناس کنترل پروژه (لوازم خانگی برقی سایز کوچک),دایان تجارت خزر,تهران,تهران,False,False,False,True,2
software engineer,1441708,کارشناس ارشد PMO (کنترل پروژه) - خانم,آوان سفر,تهران,تهران,False,False,False,True,3
software engineer,1395646,کارشناس شبکه و امنیت شبکه,شرکت مهندسی و امنیت شبکه دژپاد,تهران,تهران,False,False,False,False,4
software engineer,1451330,کارشناس تعمیرات تخصصی بردهای الکترونیکی,شرکت فنی مهندسی سایا بهکار سانا,تهران,رباط کریم,True,False,False,True,1
software engineer,1400860,کارشناس کنترل پروژه - آقا,شرکت فعال در تولید و نصب سازه‌های فولادی صنعتی و ساختمانی، مخازن و تجهیزات صنعتی.,کرمان,کرمان,True,False,False,True,5
software engineer,1415869,کارشناس IT,روژین دارو,تهران,تهران,False,False,False,False,2
software engineer,1443423,کارشناس تعمیرات و نگهداری برق - آقا,شرکت گیتا کاوان آینده,سمنان,شاهرود,False,False,False,True,3
software engineer,1431663,کارشناس توسعه محصول,پارس سی تاک,تهران,تهران,False,False,False,True,1
software engineer,1430257,مهندس الکترونیک,آسمان ایکس,تهران,تهران,False,False,False,False,2
software engineer,1396857,کارشناس مهندسی فروش,شرکت معدنی و صنعتی سورآوجین عقیق,تهران,تهران,False,False,False,True,2
software engineer,1413725,کارشناس فنی مخابرات,شرکت فن آوری های پیشرفته نوین,تهران,اسلام شهر,False,False,False,True,1
software engineer,1437529,برنامه‌نویس Laravel,پی استار,تهران,تهران,False,False,False,False,2
software engineer,1435852,کارشناس فنی ساخت و تولید,آریا بهینه زیگورات,اصفهان,نجف آباد,True,False,False,True,4
software engineer,1450396,کارشناس استقرار و پشتیبانی نرم افزار اداری (BPMS),گروه مهندسی ICAN,گیلان,رشت,False,False,False,False,1
software engineer,1430757,کارشناس طراحی محصول,شرکت شیرهای ساختمانی و صنعتی ایران (kwc),مرکزی,ساوه,False,False,False,True,2
software engineer,1396675,مدیر کنترل کیفیت,مصنوعات فلزی سنگین,تهران,تهران,False,False,False,True,7
software engineer,1424443,کارشناس شبکه (WAN),تجارت الکترونیک پارسیان,تهران,تهران,False,False,False,False,3
software engineer,1446303,کارشناس تضمین کیفیت (QA),رستا کام,تهران,پردیس,True,False,False,True,2
software engineer,1435483,ناظر کنترل و ابزار دقیق,شرکت مهندسی برسو,خراسان جنوبی,قائن,False,False,False,True,10
software engineer,1398948,کارشناس فرآیند (فرآوری معدن),شرکت مهندسی احیا طرح مهام,تهران,تهران,False,False,False,True,4
software engineer,1430520,تکنسین بانک ژن,شرکت شیمیایی گل سم گرگان,قزوین,ابیک,False,False,False,True,1
software engineer,1413220,مدیر فروش,شرکت مبنا داده آرین سیستم,تهران,تهران,False,False,False,True,5
software engineer,1428684,رئیس کارگاه (Site Manager),شرکت مهندسی تارا,بوشهر,عسلویه,True,False,False,True,10
software engineer,1428407,کارشناس تضمین کیفیت,مهندسی و ابزار دقیق رایا انرژی,تهران,پردیس,True,False,False,True,2
software engineer,1395873,مهندس الکترونیک (سیستم های نهفته),مبتکران کارانرژی ایده,تهران,تهران,True,False,False,False,1
software engineer,1417836,کارشناس زیرساخت و شبکه,امیدپی,تهران,تهران,False,False,False,False,2
software engineer,1448746,کارشناس ارشد اتوماسیون صنعتی - آقا,توسعه معدنی و صنعتی صبانور,تهران,تهران,True,False,False,False,5
software engineer,1436052,کارشناس کنترل و حفاظت (پست برق),هلدینگ مانا انرژی,تهران,تهران,False,False,False,True,3
software engineer,1408727,مدیر PMO,مهر تجارت آکونیک,البرز,کرج,True,False,False,True,8
software engineer,1400616,کارشناس ارشد الکترونیک (Embedded System),شرکت فنی مهندسی و دانش بنیان نگارخودرو,مازندران,بابل,False,False,False,False,2
software engineer,1419926,مدیر ارشد برنامه‌ریزی و توسعه کسب‌وکار,سازمانی فعال در حوزه تولیدی / صنعتی,تهران,تهران,False,False,False,True,10
software engineer,1449258,کارشناس سیستم‌های حفاظتی و نظارتی - آقا,راهبرد هوشمند شهر,تهران,تهران,False,False,False,False,5
software engineer,1437128,کارشناس مهندسی,پایا صنعت نهاد,تهران,حسن اباد,True,False,False,True,3
software engineer,1452099,طراح محصول (UI/UX) - آقا,شرکت مهندسی ثمین تراشه,تهران,تهران,False,False,False,True,2
software engineer,1417852,مدیر اجرایی,رایان نیک تجهیز,تهران,تهران,True,False,False,True,5
software engineer,1403680,کارشناس اتوماسیون فرآیندها (هوش مصنوعی),بازرگانی رَز,سمنان,سمنان,False,False,False,False,2
software engineer,1364721,کارشناس نظارت و ارزشیابی شرکت ها,سرمایه گذاری دارویی گلرنگ,تهران,تهران,False,False,False,True,3
software engineer,1357268,مدیر تولید,کشت و صنعت برنج کوروش,مازندران,بابل,False,False,False,True,3
software engineer,1411868,کارشناس مهندسی صنایع,صنایع غذایی مرد کوهستان,تهران,رباط کریم,False,False,False,True,2
software engineer,1403678,کارشناس فروش سازمانی (B2B) - آقا,گروه نرم افزاری چارچوب,اصفهان,اصفهان,True,False,False,True,1
